S.No.,State,City,Category,Alcohol,Hotel Name,Address,Start Date,Expiry Date,Total Rooms,user_id,price
304,Kerala,Kottayam,3 Star,0,Hotel Anjali Park,"K.K.Road, Kottayam ",04-01-2019,03-01-2024,19,27,7500
305,Kerala,Kottayam,3 Star,0,HOTEL ARCADIA,"T.B.ROAD,OPPOSITE KSRTC BUS STATION,KOTTAYAM",01-09-2019,31-08-2024,47,27,7500
306,Kerala,Kottayam,3 Star,0,Hotel Armani,"Galaxy Junction, Mundakayam, Kerala 686513",28-08-2018,27-08-2023,10,28,7500
307,Kerala,Kottayam,3 Star,0,HOTEL BREEZE INTERNATIONAL ,"NEAR NO. 1 PVT. BUS STAND, KAVALA, CHANGANACHERRY, KOTTAYAM DISTRICT ",29-03-2019,28-03-2024,10,28,7500
308,Kerala,Kottayam,3 Star,0,HOTEL CASTLE RESIDENCY,PERUVA.P.O,25-04-2019,24-04-2024,11,28,7500
309,Kerala,Kottayam,3 Star,0,HOTEL MEDAS,"A UNIT OF KAY KAY ENTERPRISES, PONKUNNAM, KOTTAYAM DISTRICT - 686506",30-03-2022,29-03-2027,11,28,7500
310,Kerala,Kottayam,3 Star,0,HOTEL NITHYA,"GANDHINAGAR, KOTTAYAM DISTRICT",24-08-2018,23-08-2023,11,28,7500
311,Kerala,Kottayam,3 Star,0,Hotel Pankaj ,"Vaikom Road, Thalayolaparambu P O, Kottayam ",28-06-2019,27-06-2024,10,28,7500
312,Kerala,Kottayam,3 Star,0,HOTEL PRESIDENCY,"KAVALA, CHANGANACHERRY, KOTTAYAM DISTRICT",06-05-2022,05-05-2027,10,28,7500
313,Kerala,Kottayam,3 Star,0,"HOTEL PRINCE ,","K.K ROAD, KANJIKUZHY, KOTTAYAM",11-11-2019,10-11-2024,10,28,7500
314,Kerala,Kottayam,3 Star,0,HOTEL SUMMERSAND RESTAURANT,"VELLOORE P O, PAMPADY, KOTTAYAM Kottayam",19-04-2022,18-04-2027,11,28,7500
315,Kerala,Kottayam,3 Star,1,HOTEL VARSHA INTERNATIONAL RESIDENCY,"A UNIT OF ROYALGOLF HOTELS INDIA PRIVATE LIMITED, MANJOOR.P.O, KURUPPANTHARA, KOTTAYAM ",13-11-2019,12-11-2024,15,28,7500
316,Kerala,Kottayam,3 Star,1,Hotel Zodiac International,"Kaduthuruthy, Kottayam",18-11-2019,17-11-2024,10,28,7500
317,Kerala,Kottayam,3 Star,1,JOYEES RESIDENCY,"YMCA ROAD, KOTTAYAM Kottayam",11-07-2021,10-07-2026,12,28,7500
318,Kerala,Kottayam,3 Star,1,Merlin Residency,"Manarcadu Jn, Kottayam",06-07-2020,05-07-2025,11,28,7500
319,Kerala,Kovalam,3 Star,1,DIAMOND PALACE HOTEL,"Kovalam Bypass Road,Edavilakom,Vazhamuttom P.O., Kovalam,Trivandrum",09-03-2021,08-03-2026,10,28,7500
320,Kerala,Kovalam,3 Star,1,HOTEL SEA FACE,"N.U.P Beach Road, Kovalam, Trivandrum.",01-01-2021,31-12-2025,20,28,7500
321,Kerala,Koyilandy,3 Star,1,Kalyan Residency,"Railway station Road, Opp. New Bus stand. Koyilandy, Kozhikkode , Kerala",04-01-2019,03-01-2024,11,28,7500
322,Kerala,Kozhikode,3 Star,1,Hotel Hasthinapuri Inn,"Chungam, Thamarassery, Kozhikode",20-10-2020,19-10-2025,14,28,7500
323,Kerala,Kozhikode,3 Star,1,HOTEL MONAD,"KGP 20511,KARANTHUR PO, KUNNAMANGALAM, KOZHIKODE-KERALA-673571",30-03-2020,29-03-2025,20,28,7500
324,Kerala,Kozhikode,3 Star,1,Hotel Springway (A unit of Hotel Springway LLP),"Building no KP-23622A, B, C, D, E, F&G wayanad road, Kunnamangalam Kozhikode",22-09-2021,21-09-2026,11,28,7500
325,Kerala,Kozhikode,3 Star,1,HOTEL THUSHARA INTERNATIONAL,"KODENCHERRY P.O,VIA THAMARASSERY,KOZHIKODE DT.",13-08-2018,12-08-2023,19,28,7500
326,Kerala,Kozhikode,3 Star,1,Kings Regency (A unit of King's Regency LLP),"Building No.5-540A, NH Bypass, Pantheerankavu Kozhikode",22-09-2021,21-09-2026,11,28,7000
327,Kerala,Kozhikode,3 Star,1,KOVILAKAM RESIDENCY (A UNIT OF KOVILAKAM RESIDENCY PRIVATE LIMITED),"OPP: MIMS , MINI BYPASS ROAD, GOVINDAPURAM, KOZHIKODE-673016, KERALA Kozhikode",01-04-2020,31-03-2025,27,28,7000
328,Kerala,Kozhikode,3 Star,1,MEDORA HOTEL,"Opposite Stadium,Pavamani Road,Kozhikode.",24-08-2018,23-08-2023,40,28,7000
329,Kerala,Kozhikode,3 Star,1,Park Residency,"Ramanattukara, Kozhikode",06-08-2020,05-08-2025,16,28,7000
330,Kerala,Kozhikode,3 Star,1,Queens Hotel,"Annie Hall Road, Near Railway station Road, Kozhikode",06-11-2018,05-11-2023,11,28,7000
331,Kerala,Kozhikode,3 Star,1,Theertha International,"payyoli,Kozhikode Dist,Kerala",20-08-2019,19-08-2024,15,28,7000
332,Kerala,Kunnamkulam,3 Star,1,R C Park,Opp.Town hall Herbert Road Kunnamkulam,20-06-2021,19-06-2026,10,28,7000
333,Kerala,Kunnamkulam,3 Star,1,victory inn park residency,"Calicut Road, Parempadam, Kunnamkulam Thrissur",18-09-2018,17-09-2023,10,28,7000
334,Kerala,Malappuram,3 Star,0,Hotel Mahendrapuri,"Kavungal,Malappuram-Post,Malappuram-District",25-01-2022,24-01-2027,12,28,7000
335,Kerala,Malappuram,3 Star,0,HOTEL PICNIC (A UNIT OF KOCHIKUNNEL WINES),"A UNIT OF KOCHIKUNNEL WINES, COURT ROAD, MANJERI.P.O, MALAPPURAM DISTRICT- 676121",25-10-2021,24-10-2026,10,28,7000
336,Kerala,Malappuram,3 Star,0,Hotel Samrat and Tourist Home,"Ooty Road, Edakkara, Malappuram -Districr, Kerala-State",30-03-2020,29-03-2025,10,28,7000
337,Kerala,Malappuram,3 Star,0,Hotel Souparnika Inn (A unit of Hotel Souparnika Inn Pvt.Ltd.),"Kozhikkode Road, Punnathala P O, Puthanathani, Malapuram Malappuram",24-11-2019,23-11-2024,12,28,7000
338,Kerala,Malappuram,3 Star,0,HOTEL SWAGATH,"CALICUT ROAD,VALANCHERY,MALAPURAM DISTRICT",06-07-2020,05-07-2025,10,28,7000
339,Kerala,Malappuram,3 Star,0,ROSE RESIDENCY,"MANNARKKAD ROAD, PERINTHALMANNA, MALAPPURAM DISTRICT-679322",22-09-2022,21-09-2027,13,28,7000
340,Kerala,Mavelikkara,3 Star,0,HOTEL SIXER,"Thattarambalam, Mavelikara road, Mavelikara, Alappuzha,",18-07-2020,17-07-2025,10,28,7000
341,Kerala,Mavelikkara,3 Star,0,HOTEL TRAVANCORE REGENCY,"NORTH MITCHEL JUNCTION, MAVELIKKARA,ALAPPUZHA",06-05-2022,05-05-2027,11,28,7000
342,Kerala,Munnar,3 Star,0,Hotel Princess De Munnar,"Chithirapuram (Post), Anachal,Munnar.",25-10-2021,24-10-2026,10,28,7000
343,Kerala,Munnar,3 Star,0,ISSACS RESIDENCY,"Top Station Road, Munnar, ",15-03-2022,14-03-2027,32,28,7000
344,Kerala,Muvattupuzha,3 Star,0,Janatha Tourist Home,Kavitha Road Kacherithazham Muvattupuzha Ernakulam Muvattupuzha,15-03-2022,14-03-2027,10,28,7000
345,Kerala,Muvattupuzha,3 Star,0,NEELAMBARI SUITES,"VILLANCHIRA,THALAKODE P.O ,NERIAYAMANGALAM,KOTHAMANGALAM,ERNAKULAM DIST.",03-12-2018,02-12-2023,22,28,7000
346,Kerala,Muvattupuzha,3 Star,0,"The Krishna Regency,Muvattupuzha ","The Krishna Regency, Near Private Bus Stand Thodupuzha Road, Muvattupuzha - 686661",10-04-2019,09-04-2024,11,28,7000
347,Kerala,Ottappalam,3 Star,0,KOTTARAMHOTELS PVT LTD,"A.K.G.ROAD,OTTAPALAM Ottappalam",11-01-2023,10-01-2028,19,28,7000
348,Kerala,Palai,3 Star,0,Hotel Maharani,"Michael Joseph And Co., Main Road , Pala P.O, Kottayam",01-07-2019,30-06-2024,12,28,7000
349,Kerala,Palai,3 Star,0,Hotel Zodiac,"Uzhavoor, Kottayam Dist.",22-04-2019,21-04-2024,11,28,7000
350,Kerala,Palakkad,3 Star,0,DEEPA RESTAURANT AND TOURIST HOME,"DEEPA RESTAURANT AND TOURIST HOME, PATTAMBI ROAD, CHERUPULACHERY, PALAKAD DIST., KERALA 679503",17-12-2018,16-12-2023,11,28,7000
351,Kerala,Palakkad,3 Star,0,GAYATHRI INN,"KALLADIKKODE.P.O, PALAKKAD DISTRICT",21-01-2019,20-01-2024,11,28,7000
352,Kerala,Palakkad,3 Star,0,HOTEL CHANAKYA,"CHANDRA NAGAR, PALAKKAD",16-07-2021,15-07-2026,11,28,7000
353,Kerala,Palakkad,3 Star,0,HOTEL DIANA (THE SOUTH MALABAR TRADING COMPANY),"VADAKKENCHERRY POST, PALAKKAD DISTRICT,",16-07-2021,15-07-2026,11,29,7000
354,Kerala,Palakkad,3 Star,0,HOTEL GAYATHRI INTERNATIONAL,"THRIPPALUR, ERIMAYUR.P.O, PALAKKAD DISTRICT Palakkad",26-09-2018,25-09-2023,13,29,7000
355,Kerala,Palakkad,3 Star,0,HOTEL GAYATHRI REGENCY,"KADAMPAZHIPURAM.P.O, PALAKKAD DISTRICT, KERALA STATE",06-11-2018,05-11-2023,13,29,7000
356,Kerala,Palakkad,3 Star,0,Hotel Govardhana,"3-413, Rock Garden Road, Malampuzha Dam Post, Malampuzha , Palakkad (Dist)",16-07-2021,15-07-2026,12,29,7000
357,Kerala,Palakkad,3 Star,0,HOTEL KAIRALI,"(A UNIT OF RAJENDRAN AND ASSOCIATE), NEAR KSRTC BUS STAND, SHORANUR ROAD, PALAKKAD DISTRICT",05-11-2018,04-11-2023,14,29,7000
358,Kerala,Palakkad,3 Star,0,HOTEL KAIRALI TOWERS,"NEAR INDIRA GANDHI STADIUM,COIMBATORE ROAD, Palakkad",29-04-2019,28-04-2024,12,29,7000
359,Kerala,Palakkad,3 Star,0,HOTEL MAPS RESIDENCY,"M.G. ROAD, OPP. DYSP OFFICE, SHORANUR, PALAKKAD DISTRICT",16-10-2022,15-10-2027,14,29,7000
360,Kerala,Palakkad,3 Star,0,Hotel Rajadhani,"R S Road, Pattambi, Palakkad (Dist)",04-01-2019,03-01-2024,12,29,7000
361,Kerala,Palakkad,3 Star,0,JYOTHIS REGENCY (A unit of Moochikunnans Hotel Pvt. Ltd.),"No.9-421 to 448,KANNAMBRA GRAMA PANCHAYATH,NH 47,KARAYANGAD,VADAKKENCHERY PO,PALAKKAD, Palakkad Palakkad",14-11-2018,13-11-2023,20,29,7000
362,Kerala,Palakkad,3 Star,0,KALYAN TOURIST HOME,"G. B. ROAD, ERUMAKKARA STREET, PALAKKAD",31-01-2019,30-01-2024,15,29,7000
363,Kerala,Palakkad,3 Star,0,Sree Narayana Hotel,Ambalapara,25-03-2022,24-03-2027,11,29,7000
364,Kerala,Palakkad,3 Star,0,The Gold Hotel,"Padalodumedu , Near Venkateswara Petrol Pump,Kuzhalmannam (Post), Palakkad.",21-11-2022,20-11-2027,10,29,7000
365,Kerala,Paravoor,3 Star,0,Hotel Grand Muziris,"Opp. Civil Station, N. Paravoor",28-06-2019,27-06-2024,11,29,7000
366,Kerala,Paravoor,3 Star,0,JAYA TOURIST HOME,"JAYA TOURIST HOME, OPP.PWD GUEST HOUSE, N.PARAVOOR, ERNAKULAM DISTRICT, KERALA",08-04-2021,07-04-2026,10,29,7000
367,Kerala,Pathanamthitta,3 Star,0,Hotel Amala,"Opp. KSRTC Bus Station, Pathanamthitta",16-07-2021,15-07-2026,10,29,7000
368,Kerala,Pathanamthitta,3 Star,0,Hotel Heyday Inn,"Aban Junction, Pathanamthitta P O, Pathanamthitta ",15-06-2021,14-06-2026,10,29,7000
369,Kerala,Pathanamthitta,3 Star,0,HOTEL SEA BLUE,"OPP.,PRIVATE BUS STAND,MALLAPPALLY P.O.,MALLAPPALLY,PATHANAMTHITTA",29-07-2022,28-07-2027,10,29,7000
370,Kerala,Pathanamthitta,3 Star,0,HOTEL SURYA AND GIRIRANI TOURIST HOME,"Opp.K.S.R.T.C Bus Stand , Main Road Konni,Pathanamthitta Dist Pathanamthitta",09-09-2022,08-09-2027,10,29,7000
371,Kerala,Pathanamthitta,3 Star,0,KUTTIES RESIDENCY,"Market Junction ,Konni,Pathanamthitta",21-06-2019,20-06-2024,11,29,7000
372,Kerala,Payyanur,3 Star,0,HOTEL ARCHANA AND DWARAKA TOURIST HOME,"Main Road, Payyannur, Kannur ",27-05-2019,26-05-2024,22,29,7000
373,Kerala,Pattambi,3 Star,0,NAKSHATRA REGENCY,"3,284, PATTAMBI MAIN ROAD, KOPPAM, PALAKKAD, PIN â€“ 679 307",28-07-2022,27-07-2027,12,29,7000
376,Kerala,Payyanur,3 Star,0,EAGLE TOURIST HOME,"EDAT,PAYYANUR,KANNUR DIST, KERALA STATE",15-05-2019,14-05-2024,22,29,7000
377,Kerala,Perumbavoor,3 Star,0,EMBASSERY RESIDENCY,"M.C. Road, Perumbavoor P.O., Ernakulam",15-06-2021,14-06-2026,10,29,7000
378,Kerala,Perumbavoor,3 Star,0,HOTEL ANJALY INTERNATIONAL,"KURUPPAMPADY P.O. ERNAKULAM DISTRICT,KERALA STATE",26-11-2018,25-11-2023,11,29,7000
379,Kerala,Perumbavoor,3 Star,0,Manna Tourist Home,"HOTEL ANJALY INTERNATIONAL, OUSHADHI JN., M.C. ROAD, PERUMBAVOOR",06-09-2018,05-09-2023,10,29,7000
380,Kerala,Perumbavoor,3 Star,0,RITZ INTERNATIONAL,"A.M.Road ,Perumbavoor",22-09-2021,21-09-2026,10,29,7000
381,Kerala,Perumbavoor,3 Star,0,HOTEL SAAYOOJ,"A M ROAD, PERUMBAVOOR",17-12-2019,16-12-2024,11,29,7000
382,Kerala,Ponnani,3 Star,0,NARENDRA REGENCY,"THRISSUR ROAD, SUKAPURAM PO,EDAPPAL,MALAPURAM DIST. Ponnani",08-03-2020,07-03-2025,10,29,7000
383,Kerala,Punalur,3 Star,0,Park Residency,"GOVT. HOSPITAL ROAD, PUNALUR, KOLLAM",15-05-2019,14-05-2024,11,29,7000
384,Kerala,Quilandy,3 Star,0,Apsara Tourist Home,"Koyilandy P.O, Kozhikode District",06-08-2020,05-08-2025,15,29,7000
385,Kerala,Shoranur,3 Star,0,HOTEL THE RESORT,Opposite to Railway station Shoranur Shoranur,25-10-2021,24-10-2026,10,29,7000
386,Kerala,Sultan Bathery,3 Star,0,HOTEL CHEMBARATHY GARDEN,"Gandhi junction,Rahim memorial Road,Sulthan bathery,Wayanad Dist, Kerala",05-10-2018,04-10-2023,10,29,7000
387,Kerala,Taliparamba,3 Star,0,Central Residency ( Unit of Vynika Hotels Private Limited),"7th MILE,KUTTIKKOL PO,TALIPARAMBA VILLAGE,TALIPARAMBA TALUK,KANNUR DISTRICT,",28-06-2019,27-06-2024,17,29,7000
388,Kerala,Thalikkulam,3 Star,0,HOLIDAY VISTA (M.S.C Hotels and Resorts Pvt Ltd ),"VIII - 495 F, NH-66, Thalikkulam. Post, Thalikkulam Thalikkulam",11-03-2022,10-03-2027,10,29,7000
389,Kerala,Thekkady,3 Star,0,Hotel Ashok International,"K.K Road ,Kumuly, Thekkady 685 509,Idukki District",02-09-2019,01-09-2024,52,29,7000
390,Kerala,Thiruvalla,3 Star,0,Hotel Bessota International,"T.K.Road, Thiruvalla, Pathanamthitta",16-07-2021,15-07-2026,10,29,7000
391,Kerala,Thiruvalla,3 Star,0,Amala's Residency,"Near YMCA, Tiruvalla, Pathanamthitta, Kerala",21-10-2019,20-10-2024,20,29,7000
392,Kerala,Thiruvananthapuram,3 Star,0,HOTEL ASLIYYA GRANDE,"Central Theatre Road,Powerhouse Road,Opposite Railway 2nd Entry,Pazhavangadi,Thiruvananthapuram.",02-04-2019,01-04-2024,16,29,7000
393,Kerala,Thiruvananthapuram,3 Star,0,HOTEL CITY PALACE,"NAVAIKULAM, TRIVANDRUM-695603",29-03-2019,28-03-2024,20,29,7000
394,Kerala,Thiruvananthapuram,3 Star,0,Hotel Flamingo Inn(a unit of flamingo Inn Pvt Ltd),"ARAYALLOOR , THIRUMALA PO , TRIVANDRUM Thiruvananthapuram",06-09-2018,05-09-2023,10,29,7000
395,Kerala,Thiruvananthapuram,3 Star,0,HOTEL HIGHNESS INN,"Opp. Infosys Campus, Technopark, By-pass Medanada Kulathoor .p.o Trivandrum",29-07-2022,28-07-2027,41,29,7000
396,Kerala,Thiruvananthapuram,3 Star,0,HOTEL INDRAPRASTHA,"PERUMTHANNI, EANCHACKAL, TRIVANDRUM",20-01-2020,19-01-2025,11,29,7000
397,Kerala,Thiruvananthapuram,3 Star,0,HOTEL INDRAPRASTHA,"HOTEL INDRAPRASTHA, MAITHANAM, VARKALA PO, THIRUVANANTHAPURAM 695141",30-03-2020,29-03-2025,10,29,7000
398,Kerala,Thiruvananthapuram,3 Star,0,Hotel Indrapuri,"ATTAKULANGARA P.O.,THIRUVANANTHAPURAM",08-08-2022,07-08-2027,15,29,7000
399,Kerala,Thiruvananthapuram,3 Star,0,HOTEL PADMA,"TC 26-689-(1&2), Vanross Junction, Trivandrum Thiruvananthapuram Thiruvananthapuram ",12-12-2019,11-12-2024,10,29,7000
400,Kerala,Thiruvananthapuram,3 Star,0,HOTEL PRASANTH ,"CONVENT ROAD, VANCHIYOOR, TRIVANDRUM",08-04-2021,07-04-2026,10,29,7000
401,Kerala,Thiruvananthapuram,3 Star,0,HOTEL PRASANTHI,"HOTEL PRASANTH ( A unit of PRASAD HOTELS PRIVATE LIMITED) TC 11 726, P.M.G Junction, Thiruvananthapuram, 695033, Kerala State",04-07-2018,03-07-2023,51,29,7000
402,Kerala,Thiruvananthapuram,3 Star,0,Hotel Rajadhani,"HOTEL PRASANTHI, PARASSALA PO, NEYYATTINKARA, THIRUVANANTHAPURAM, KERALA ",21-02-2020,20-02-2025,15,29,7000
403,Kerala,Thiruvananthapuram,3 Star,0,Hotel Safari,"Hotel Rajadhani, Rajadhani Buildings, East Fort, Thiruvananthapuram - 695 023",09-03-2021,08-03-2026,17,29,7000
404,Kerala,Thiruvananthapuram,3 Star,0,Leela Backwaters Inn,"Near KURTC Bus stand,M.C. Road,Venjaramood Thiruvananthapuram",20-11-2018,19-11-2023,19,29,7000
405,Kerala,Thiruvananthapuram,3 Star,0,PADMASREE TOURIST HOME,"Bridge Road, Poovar, Thiruvanthapuram ,Kerala ,India Thiruvananthapuram",21-11-2022,20-11-2027,15,29,7000
406,Kerala,Thiruvananthapuram,3 Star,0,Pattom Royal Hotel,"Chirayinkeezhu,Thiruvananthapuram",09-09-2022,08-09-2027,11,29,7000
407,Kerala,Thiruvananthapuram,3 Star,0,RACO REGENCY,"TC 3 2778-1, Pattom - Plamoodu Reach, Pattom Road",12-02-2019,11-02-2024,45,29,7000
408,Kerala,Thiruvananthapuram,3 Star,0,RUBY ARENA,"MURINJAPALAM, MEDICAL COLLEGE, THIRUVANATHAPURAM",25-07-2022,24-07-2027,12,29,7000
409,Kerala,Thiruvananthapuram,3 Star,0,The Grand Residency ,"Kumarapuram Road, Medical Collage P O, Thiruvananthapuram Dist , Kerala State, Pin-695011",04-01-2023,03-01-2028,40,29,7000
410,Kerala,Thiruvananthapuram,3 Star,0,THE TRAVANCORE HERITAGE (A Unit of Joys The Beach Resort P. Ltd.),"Nellimoodu P O, Thiruvananthapuram ",26-10-2022,25-10-2027,16,29,7000
411,Kerala,Thiruvananthapuram,3 Star,0,GEMINY TOURIST HOME,"Balaramapuram, Near kovalam, Chowara P.O - 695501 Thiruvananthapuram, Kerala, India, ",16-07-2021,15-07-2026,84,29,7000
412,Kerala,Thodupuzha,3 Star,0,Hotel Vrindavan,"Manakkad Jn, Thodupuzha PO Idukki Dist,",23-04-2019,22-04-2024,17,30,7000
413,Kerala,Thodupuzha,3 Star,0,Hotel Xavier's Avenue Pvt. Ltd.,"Vannappuram P O, Thodupuzha, Idukki Dist",22-08-2019,21-08-2024,11,30,7000
414,Kerala,Thodupuzha,3 Star,0,Tee Cee Restaurant,"Paingotoor, Munnar Road, Kothamangalam, Ernakulam dist Thodupuzha",29-11-2018,28-11-2023,20,30,7000
415,Kerala,Thodupuzha,3 Star,1,Kottavathil Restaurant ,"Thodupuzha Muvattupuzha Road, Thodupuzha",19-04-2022,18-04-2027,11,30,7000
416,Kerala,Thripunithura,3 Star,1,ASHOKA INN,"Near Statue Jn. Tripunithura, Ernakulam",27-04-2021,26-04-2026,10,30,7000
417,Kerala,Thrissur,3 Star,1,ASHOKA RESIDENCY,"SAKTHAN THAMPURAN NAGAR,T.B.ROAD,THRISSUR",06-09-2018,05-09-2023,34,30,7000
418,Kerala,Thrissur,3 Star,1,Central Hotel Agencies,"IRINJALAKUDA ROAD, P.O.KATTOOR, THRISSUR, KERALA.",22-09-2021,21-09-2026,11,30,7000
419,Kerala,Thrissur,3 Star,1,CHERAKULAM TOURIST HOME,"Museum Road, Chembukavu, Thrissur.",10-12-2018,09-12-2023,10,30,7000
420,Kerala,Thrissur,3 Star,1,DAYA REGENCY,"TANA,IRINJALAKUDA,THRISSUR DT.",18-11-2019,17-11-2024,10,30,7000
421,Kerala,Thrissur,3 Star,1,Deliza Residency,DAYA REGENCY MANNUTHY ROAD PARAVATTANI THRISSUR - 680005 ,05-10-2018,04-10-2023,10,30,7000
422,Kerala,Thrissur,3 Star,1,"Devasura Inn, A Unit of Devasura Inn Private Limited",Vazhani Road Wadakanchery-Post Thrissur-Ditrict,17-11-2022,16-11-2027,20,30,7000
423,Kerala,Thrissur,3 Star,1,Fort Gate Hotels and Resorts (A unit of Fort Gate Hotels and Resorts Private Limited),"KUNNATHUR, PUNNAYOORKULAM.P.O, THRISSUR Thrissur",20-08-2019,19-08-2024,11,30,7000
424,Kerala,Thrissur,3 Star,1,GOLDEN BAR,"KOTTAPPADY, GURUVAYOOR, THRISSUR Thrissur Thrissur",18-11-2019,17-11-2024,18,30,7000
425,Kerala,Thrissur,3 Star,1,HAMARA HOTELS,"GOLDEN BAR,KODAKARA.THRISSUR [DIST] KERALA-680684 ",10-12-2018,09-12-2023,10,30,7000
426,Kerala,Thrissur,3 Star,1,HIGHWAY PALACE INN,"A UNIT OF HAMARA HOTELS PRIVATE LIMITED, NADATHARA.P.O, NH 47 BY PASS, THRISSUR DISTRICT",16-09-2020,15-09-2025,20,30,7000
427,Kerala,Thrissur,3 Star,1,HOLIDAY PARK,"PATTIKKAD,THRISSUR, DISTRICT,KERALA",26-09-2018,25-09-2023,20,30,7000
428,Kerala,Thrissur,3 Star,1,HOTEL APSARA,"PUDUKKAD JUNCTION, THRISSUR DISTRICT, KERALA STATE",05-10-2018,04-10-2023,13,30,7000
429,Kerala,Thrissur,3 Star,1,Hotel Ayodhya Regency ,"MAIN ROAD, CHALAKUDY, THRISSUR",16-07-2019,15-07-2024,10,30,7000
430,Kerala,Thrissur,3 Star,1,Hotel Clay House,"Hotel Ayodhya Regency ,Triprayar, Thrissur Dist ",02-01-2019,01-01-2024,10,30,7000
431,Kerala,Thrissur,3 Star,1,Hotel Dreamland,"Muringoor.P.O, Chalakudy",26-09-2018,25-09-2023,25,30,7000
432,Kerala,Thrissur,3 Star,1,HOTEL HILL TOP,"Triprayar, Nattika P.O.",28-06-2019,27-06-2024,19,30,7000
433,Kerala,Thrissur,3 Star,1,Hotel Kottaram Residency,"134, HOTEL HILL TOP, P.O VELUTHUR, KUNNATHANGADI, THRISSUR",15-06-2021,14-06-2026,11,30,7000
434,Kerala,Thrissur,3 Star,1,HOTEL MOON AND SHOPPING COMPLEX ,"Opp.Apollo Tyres, Perambra Thrissur",21-11-2022,20-11-2027,17,30,7000
435,Kerala,Thrissur,3 Star,1,HOTEL NEW CASTLE,"PAVARATTY P.O ,THRISSUR , Thrissur",16-07-2021,15-07-2026,10,30,7000
436,Kerala,Thrissur,3 Star,1,HOTEL OAK TREE ,"OTTUPARA, WADAKKANCHERRY.P.O, THRISSUR DISTRICT Thrissur",25-07-2019,24-07-2024,10,30,7000
437,Kerala,Thrissur,3 Star,0,Hotel Park Residency,"A UNIT OF MOSA & SONS TOWER INN PRIVATE LIMITED, THIRUVILWAMALA.P.O, THRISSUR DISTRICT",25-10-2021,24-10-2026,14,30,7000
438,Kerala,Thrissur,3 Star,0,HOTEL PENINSULA,"Koorkkanchery P O, Thrissur",20-06-2019,19-06-2024,12,30,7000
439,Kerala,Thrissur,3 Star,0,Hotel Salkara,"Trichur Tourist Complex Pvt.Ltd, M G Road, Thrissur,Kerala.",30-03-2020,29-03-2025,12,30,7000
440,Kerala,Thrissur,3 Star,0,HOTEL SEVEN SEAS,Chavakkad Chettuva road Thrissur,16-09-2022,15-09-2027,10,30,7000
441,Kerala,Thrissur,3 Star,0,Hotel Simla,"RAMAKRISHNA IYYER ROAD,IRINJALAKUDA,THRISSUR DISTRICT",15-06-2021,14-06-2026,11,30,7000
442,Kerala,Thrissur,3 Star,0,HOTEL SREE GOKULAM RESIDENCY (A UNIT OF SREE GOKULAM HOTELS INDIA PVT.LTD),"P.O.Kanjany , Thrisssur Dist",20-01-2020,19-01-2025,10,30,7000
443,Kerala,Thrissur,3 Star,0,HOTEL WAYLORD,"AMBALLUR P.O.,PUDUKKAD,THRICHUR",22-09-2022,21-09-2027,20,30,7000
444,Kerala,Thrissur,3 Star,0,Hotel Zodiac,"A Unit of Hotel Waylord Private Limited, Thiroor.P.O, Thrissur District, Kerala State, Pin: 680581 ",06-07-2020,05-07-2025,10,30,7000
445,Kerala,Thrissur,3 Star,0,Keli Residency ( A Unit of Keli Hotels Private Limited),"Koratty, Thrissur Dist.",19-12-2019,18-12-2024,10,30,7000
446,Kerala,Thrissur,3 Star,0,Kovilakam Inn (A unit of Kovilakam Inn India Private Limited),"Gramala.P.O, Mulagunnathukavu, Athani, Thrissur District Thrissur",29-12-2019,28-12-2024,19,30,7000
447,Kerala,Thrissur,3 Star,0,LUMBINI SUPREME,"KAIPARAMBU.P.O, Thrissur",06-07-2020,05-07-2025,13,30,7000
448,Kerala,Thrissur,3 Star,0,M.R.TOURIST HOME,"TC 30-383-2, R S ROAD, OLLUR P O , THRISSUR",16-07-2021,15-07-2026,10,30,7000
449,Kerala,Thrissur,3 Star,1,MAY FAIR HOTELS,"VELLANGALLUR, P.O. THRISSUR",25-03-2022,24-03-2027,10,30,7000
450,Kerala,Thrissur,3 Star,1,Mayura Inn,"PUDUKAD, THRISSUR DIST.",17-07-2019,16-07-2024,10,30,7000
451,Kerala,Thrissur,3 Star,1,Peringottukara Palace,Mannuthy Bypass Jn.Mannuthy PO Thrissur Kerala 680651,22-04-2019,21-04-2024,18,30,7000
452,Kerala,Thrissur,3 Star,1,"Polakulath Tourist Home,Kodugallor","Kizhakkumury P O, Peringottukara, Thrissur",22-09-2022,21-09-2027,14,30,7000
453,Kerala,Thrissur,3 Star,1,POORAM RESIDENCY HOTEL INDIA PRIVATE LIMITED,"North Nada, Kodugallor, Thrissur",28-01-2019,27-01-2024,10,30,7000
454,Kerala,Thrissur,3 Star,1,Rose Residency,"P.O.KODANNUR, THRISSUR DISTRICT",24-07-2018,23-07-2023,13,30,7000
455,Kerala,Thrissur,3 Star,1,Solar Hotels (A unit of Solar Hotels Pvt Ltd.),"Madayikonam p.o, Mapranam, Trissur",07-10-2019,06-10-2024,10,30,7000
456,Kerala,Thrissur,3 Star,1,THE NADUMURI INN,Pavaratty P.O Thrissur Thrissur,25-10-2021,24-10-2026,10,30,7000
